,en,fr,es,de,ru,pl
508,commission,commission,comisión,Kommission,комиссия,zamawiać
509,commit,commettre,comprometerse,begehen,совершить,popełniać
510,commitment,engagement,compromiso,Engagement,обязательство,zobowiązanie
511,committee,comité,comité,Ausschuss,комитет,komisja
512,common,commun,común,gemeinsam,общий,wspólny
513,commonly,communément,comúnmente,häufig,обычно,powszechnie
514,communicate,communiquer,comunicar,kommunizieren,общаться,komunikować
515,communication,communication,comunicación,Kommunikation,коммуникация,komunikacja
516,community,communauté,comunidad,Gemeinschaft,сообщество,wspólnota
517,company,entreprise,compañía,Unternehmen,компания,firma
518,compare,comparer,comparar,vergleichen,сравнивать,porównywać
519,comparison,comparaison,comparación,Vergleich,сравнение,porównanie
520,compete,rivaliser,competir,wetteifern,соревноваться,konkurować
521,competition,concours,competencia,Wettbewerb,соревнование,konkurs
522,competitive,compétitif,competitivo,wettbewerbsfähig,конкурентоспособный,konkurencyjny
523,competitor,concurrent,competidor,Wettbewerber,конкурент,konkurent
524,complain,se plaindre,quejarse,beschweren,жаловаться,narzekać
525,complaint,plainte,queja,Beschwerde,жалоба,skarga
526,complete,complet,completo,vollständig,полный,kompletny
527,completely,complètement,completamente,vollständig,полностью,całkowicie
528,complex,complexe,complejo,Komplex,сложный,złożony
529,complicated,compliqué,complicado,kompliziert,сложный,skomplikowany
530,component,composant,componente,Komponente,компонент,część
531,computer,ordinateur,computadora,Computer,компьютер,komputer
532,concentrate,se concentrer,concentrarse,konzentrieren,концентрироваться,koncentrat
533,concentration,concentration,concentración,Konzentration,концентрация,stężenie
534,concept,concept,concepto,Konzept,концепция,pojęcie
535,concern,préoccupation,inquietud,Sorge,беспокойство,obawa
536,concerned,concerné,preocupado,betroffen,обеспокоенный,zainteresowany
537,concert,concert,concierto,Konzert,концерт,koncert
538,conclude,conclure,concluir,abschließen,заключить,zakończyć
539,conclusion,conclusion,conclusión,Abschluss,заключение,wniosek
540,condition,condition,condición,Zustand,состояние,stan
541,conduct,conduire,conducta,Benehmen,руководить,prowadzić
542,conference,conférence,conferencia,Konferenz,конференция,konferencja
543,confidence,confiance,confianza,Vertrauen,уверенность,zaufanie
544,confident,confiant,seguro,zuversichtlich,уверенный,pewny siebie
545,confirm,confirmer,confirmar,bestätigen,подтверждать,potwierdzać
546,conflict,conflit,conflicto,Konflikt,конфликт,konflikt
547,confuse,embrouiller,confundir,verwechseln,запутать,pomylić
548,confused,confus,confundido,verwirrt,смущенный,zdezorientowany
549,confusing,déroutant,confuso,verwirrend,сбивает с толку,mylące
550,connect,connecter,conectar,verbinden,соединять,łączyć
551,connected,connecté,conectado,verbunden,подключенный,połączony
552,connection,connexion,conexión,Verbindung,связь,połączenie
553,conscious,conscient,consciente,bewusst,сознательный,świadomy
554,consequence,conséquence,consecuencia,Folge,последствие,konsekwencja
555,conservative,conservateur,conservador,konservativ,консервативный,konserwatywny
556,consider,considérer,considerar,halten,учитывать,rozważać
557,consideration,considération,consideración,Rücksichtnahme,рассмотрение,namysł
558,consist,consister,consistir,bestehen,состоять,składać się
559,consistent,cohérent,coherente,konsistent,последовательный,spójny
560,constant,constante,constante,Konstante,постоянный,stały
561,constantly,en permanence,constantemente,ständig,постоянно,stale
562,construct,construction,construir,Konstrukt,конструкция,skonstruować
563,construction,construction,construcción,Konstruktion,строительство,budowa
564,consume,consommer,consumir,verbrauchen,потреблять,konsumować
565,consumer,consommateur,consumidor,Verbraucher,потребитель,konsument
566,contact,contact,contacto,Kontakt,контакт,kontakt
567,contain,contenir,contener,enthalten,содержать,zawierać
568,container,récipient,recipiente,Container,контейнер,pojemnik
569,contemporary,contemporain,contemporáneo,zeitgenössisch,современный,współczesny
570,content1,contenu1,contenido1,Content1,Контент1,treść1
571,contest,concours,concurso,Wettbewerb,конкурс,konkurs
572,context,contexte,contexto,Kontext,контекст,kontekst
573,continent,continent,continente,Kontinent,континент,kontynent
574,continue,continuer,continuar,weitermachen,продолжать,Kontynuować
575,continuous,continu,continuo,kontinuierlich,непрерывный,ciągły
576,contract,contracter,contrato,Vertrag,договор,umowa
577,contrast,contraste,contraste,Kontrast,контраст,kontrast
578,contribute,contribuer,contribuir,beitragen,способствовать,brać w czymś udział
579,contribution,contribution,contribución,Beitrag,вклад,składka
580,control,contrôle,control,Kontrolle,контроль,kontrola
581,convenient,pratique,conveniente,komfortabel,удобный,wygodny
582,conversation,conversation,conversación,Gespräch,беседа,rozmowa
583,convert,convertir,convertir,konvertieren,конвертировать,konwertować
584,convince,convaincre,convencer,überzeugen,убеждать,przekonać
585,convinced,convaincu,convencido,überzeugt,убежденный,przekonany
586,cook,cuisiner,cocinar,kochen,готовить,kucharz
587,cooker,cuisinière,estufa,Kocher,плита,kuchenka
588,cooking,cuisson,cocinando,Kochen,кулинария,gotowanie
589,cool,cool,Frío,Cool,прохладный,Fajny
590,copy,copie,Copiar,Kopie,копия,kopia
591,core,cœur,centro,Kern,основной,rdzeń
592,corner,coin,esquina,Ecke,угол,narożnik
593,corporate,corporatif,corporativo,Unternehmen,корпоративный,zbiorowy
594,correct,correct,correcto,richtig,правильный,prawidłowy
595,correctly,correctement,correctamente,korrekt,правильно,prawidłowo
596,cost,coût,costo,kosten,расходы,koszt
597,costume,costume,traje,Kostüm,костюм,kostium
598,cottage,chalet,cabaña,Hütte,коттедж,domek
599,cotton,coton,algodón,Baumwolle,хлопок,bawełna
600,could,pourrait,podría,könnte,мог,mógł
601,council,conseil,concejo,Rat,Совет,rada
602,count,compter,contar,zählen,считать,liczyć
603,country,pays,país,Land,страна,kraj
604,countryside,campagne,campo,Landschaft,сельская местность,wieś
605,county,comté,condado,County,графство,hrabstwo
606,couple,couple,pareja,Paar,пара,para
607,courage,courage,coraje,Mut,храбрость,odwaga
608,course,cours,curso,Kurs,курс,kurs
609,court,tribunal,corte,Gericht,суд,sąd
610,cousin,cousin,primo,Cousin,двоюродный брат,kuzyn
611,cover,couverture,cubrir,Abdeckung,крышка,okładka
612,covered,couvert,cubierto,bedeckt,покрытый,pokryty
613,cow,vache,vaca,Kuh,корова,krowa
614,crash,accident,chocar,Absturz,крушение,rozbić się
615,crazy,fou,loco,verrückt,сумасшедший,zwariowany
616,cream,crème,crema,Creme,крем,krem
617,create,créer,crear,erstellen,создавать,tworzyć
618,creation,création,creación,Schaffung,Создание,tworzenie
619,creative,créatif,creativo,kreativ,творческий,twórczy
620,creature,créature,criatura,Kreatur,существо,istota
621,credit,crédit,crédito,Kredit,кредит,kredyt
622,crew,équipage,multitud,Crew,экипаж,załoga
623,crime,crime,delito,Verbrechen,преступление,przestępczość
624,criminal,criminel,criminal,kriminell,преступник,przestępca
625,crisis,crise,crisis,Krise,кризис,kryzys
626,criterion,critère,criterio,Kriterium,критерий,kryterium
627,critic,critique,crítico,Kritiker,критик,krytyk
628,critical,critique,crítico,kritisch,критический,krytyczny
629,criticism,critique,crítica,Kritik,критика,krytyka
630,criticize,critiquer,criticar,kritisieren,критиковать,krytykować
631,crop,recadrer,cultivo,Ernte,обрезать,przyciąć
632,cross,croix,cruz,kreuzen,крест,przechodzić
633,crowd,foule,multitud,Menge,толпа,tłum
634,crowded,bondé,atestado,überfüllt,переполненный,zatłoczony
635,crucial,crucial,crucial,entscheidend,ключевой,kluczowy
636,cruel,cruel,cruel,grausam,жестокий,okrutny
637,cry,pleurer,llorar,weinen,плакать,płakać
638,cultural,culturel,cultural,kulturell,культурный,kulturalny
639,culture,culture,cultura,Kultur,культура,kultura
640,cup,tasse,taza,Tasse,чашка,filiżanka
641,cupboard,placard,armario,Schrank,буфет,szafka
642,cure,guérir,curar,Heilung,излечивать,wyleczyć
643,curly,bouclé,ondulado,lockig,кудрявый,kręcony
644,currency,devise,divisa,Währung,валюта,waluta
645,current,actuel,actual,aktuell,текущий,aktualny
646,currently,actuellement,actualmente,momentan,в настоящее время,obecnie
647,curtain,rideau,cortina,Vorhang,занавес,kurtyna
648,curve,courbe,curva,Kurve,изгиб,krzywa
649,curved,courbé,curvo,gebogen,изогнутый,zakrzywiony
650,custom,coutume,costumbre,Brauch,обычай,zwyczaj
651,customer,client,cliente,Kunde,клиент,klient
652,cut,couper,cortar,schneiden,резать,cięcie
653,cycle,faire du vélo,ciclo,Zyklus,цикл,cykl
654,dad,papa,papá,Papa,папа,tata
655,daily,tous les jours,a diario,täglich,ежедневно,codziennie
656,damage,dommage,daño,Schaden,повреждать,szkoda
657,dance,danse,bailar,tanzen,танец,taniec
658,dancer,danseur,bailarín,Tänzer,танцовщица,tancerz
659,dancing,dansant,baile,Tanzen,танцы,taniec
660,danger,danger,peligro,Gefahr,Опасность,niebezpieczeństwo
661,dangerous,dangereux,peligroso,gefährlich,опасный,niebezpieczny
662,dark,sombre,oscuro,dunkel,темный,ciemny
663,data,données,datos,Daten,данные,dane
664,date,date,fecha,Datum,дата,data
665,daughter,fille,hija,Tochter,дочь,córka
666,day,jour,día,Tag,день,dzień
667,dead,mort,muerto,tot,мертвый,martwy
668,deal,accord,trato,handeln,иметь дело,umowa
669,dear,cher,estimado,Liebling,дорогой,Drogi
670,death,la mort,muerte,Tod,смерть,śmierć
671,debate,débat,debate,Debatte,дебаты,debata
672,debt,dette,deuda,Schulden,долг,dług
673,decade,décennie,década,Jahrzehnt,десятилетие,dekada
674,December,Décembre,Diciembre,Dezember,Декабрь,Grudzień
675,decent,décent,decente,anständig,приличный,przyzwoity
676,decide,décider,decidir,entscheiden,решать,decydować
677,decision,décision,decisión,Entscheidung,решение,decyzja
678,declare,déclarer,declarar,erklären,объявить,ogłosić
679,decline,déclin,rechazar,Abfall,отклонить,spadek
680,decorate,décorer,decorar,schmücken,украсить,udekorować
681,decoration,décoration,decoración,Dekoration,украшение,dekoracja
682,decrease,diminuer,disminuir,verringern,снижаться,zmniejszenie
683,deep,profond,profundo,tief,глубокий,głęboko
684,deeply,profondément,profundamente,tief,глубоко,głęboko
685,defeat,défaite,fracaso,Verlust,поражение,pokonać
686,defence,défense,defensa,Verteidigung,защита,obrona
687,defend,défendre,defender,verteidigen,защищать,bronić
688,define,définir,definir,definieren,определять,określić
689,definite,précis,definido,definitiv,определенный,określony
690,definitely,certainement,definitivamente,definitiv,определенно,zdecydowanie
691,definition,définition,definición,Definition,определение,definicja
692,degree,degré,grado,Grad,степень,stopień
693,delay,retard,demora,Verzögerung,задерживать,opóźnienie
694,deliberate,volontaire,adrede,absichtlich,преднамеренный,celowy
695,deliberately,délibérément,deliberadamente,absichtlich,умышленно,celowo
696,delicious,délicieux,delicioso,lecker,вкусный,pyszne
697,delight,plaisir,deleitar,Freude,восторг,rozkosz
698,delighted,ravi,contento,erfreut,получивший удовольствие,zachwycony
699,deliver,livrer,entregar,liefern,доставлять,dostarczać
700,delivery,livraison,entrega,Lieferung,доставка,dostawa
701,demand,demande,demanda,Nachfrage,требовать,popyt
702,demonstrate,démontrer,demostrar,zeigen,продемонстрировать,wykazać
703,dentist,dentiste,dentista,Zahnarzt,стоматолог,dentysta
704,deny,refuser,denegar,leugnen,отрицать,zaprzeczyć
705,department,département,departamento,Abteilung,отделение,dział
706,departure,départ,partida,Abfahrt,отправление,wyjazd
707,depend,dépendre,depender,abhängen,зависеть,zależeć
708,depressed,déprimé,deprimido,gedrückt,подавлен,przygnębiony
709,depressing,déprimant,deprimente,deprimierend,удручающий,przygnębiający
710,depth,profondeur,profundidad,Tiefe,глубина,głębokość
711,describe,décrire,describir,beschreiben,описывать,opisać
712,description,description,descripción,Beschreibung,описание,opis
713,desert,désert,desierto,Wüste,пустыня,pustynia
714,deserve,mériter,merecer,verdienen,заслуживать,zasługiwać
715,design,conception,diseño,Design,дизайн,projekt
